entity_id,dimension,field,claude_score,codex_score,codex_is_null,claude_is_null,null_disagreement,claude_minus_codex,absolute_delta,stratum_region,stratum_waterbody_type,stratum_population,stratum_sample_size
ecology_c16e8455deae0472baf2,ecology,ecological_suitability,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,North America,lake,154,14
engineering_b87e863cd9dccb91b519,engineering,maintenance_ease,0.35,0.45,False,False,False,-0.10000000000000003,0.10000000000000003,Asia,lake,160,15
engineering_2376d9a48cbea4b74c9c,engineering,maintenance_ease,0.6,0.75,False,False,False,-0.15000000000000002,0.15000000000000002,Africa,lake,130,12
province_3e861fb03677a5325ad2,province,implementation_offset,0.05,,True,False,True,,,Oceania,all,59,7
engineering_9b85ddfd2f0a053d58b7,engineering,maintenance_ease,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,reservoir,133,13
engineering_bf135659885c16270672,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,Asia,reservoir,133,13
province_37ccae889aa491dacaab,province,implementation_offset,0.05,,True,False,True,,,Asia,all,701,69
engineering_6d71117d8dccc4370d36,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,South America,reservoir,47,5
engineering_267783acb94e1446ed3f,engineering,maintenance_ease,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,North America,lake,93,9
ecology_c538ce2ddd6c777778e2,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,Africa,lake,86,8
province_1d84303205245b1f4258,province,implementation_offset,0.03,,True,False,True,,,Oceania,all,59,7
ecology_b086713a668d92b49db2,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Asia,lake,188,17
ecology_6f0defbf419e846d3f1a,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,North America+South America,lake,2,1
engineering_0aadd21b105cabe7e1b8,engineering,maintenance_ease,0.55,0.65,False,False,False,-0.09999999999999998,0.09999999999999998,Africa,reservoir,93,9
ecology_9f7e45639fa107c9b134,ecology,ecological_suitability,0.2,0.35,False,False,False,-0.14999999999999997,0.14999999999999997,South America,lake,90,8
engineering_9c914999f06c720c8a7b,engineering,maintenance_ease,0.65,0.7,False,False,False,-0.04999999999999993,0.04999999999999993,Europe,lake,105,10
engineering_5652a81e4153d7c383f1,engineering,maintenance_ease,0.35,0.3,False,False,False,0.04999999999999999,0.04999999999999999,North America,lake,93,9
province_04bea776af88c5ffefc4,province,implementation_offset,0.03,,True,False,True,,,South America,all,215,22
ecology_81cf1852932fb86d908a,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,Europe,lake,57,6
province_3b46b0766317b227857e,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
country_cb20fc99c653f4a7cca7,country,renewable_support,0.15,0.3,False,False,False,-0.15,0.15,South America,all,12,2
country_cb20fc99c653f4a7cca7,country,finance_delivery,0.07,0.15,False,False,False,-0.07999999999999999,0.07999999999999999,South America,all,12,2
engineering_5f443c42097a795fbeea,engineering,maintenance_ease,0.55,0.6,False,False,False,-0.04999999999999993,0.04999999999999993,South America,reservoir,47,5
engineering_58a25f1b09651fa2f8d1,engineering,maintenance_ease,0.68,0.65,False,False,False,0.030000000000000027,0.030000000000000027,North America,reservoir,67,7
engineering_c15615f0dd01855f6ccd,engineering,maintenance_ease,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,North America,lake,93,9
engineering_1ea78729563e8e929cc0,engineering,maintenance_ease,0.75,0.65,False,False,False,0.09999999999999998,0.09999999999999998,Europe,reservoir,124,12
ecology_6af30be1ba8d73206646,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,Europe,lake,57,6
ecology_2e9af2ba3feff62c2ebb,ecology,ecological_suitability,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,Asia,lake,188,17
engineering_9c8ee844cd67dfd55adb,engineering,maintenance_ease,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,Asia,reservoir,133,13
engineering_37324a4543515b552086,engineering,maintenance_ease,0.35,0.4,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,lake,160,15
ecology_8686b2257631ffe46099,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,North America,lake,154,14
ecology_bdd776ea2709f82a363f,ecology,ecological_suitability,0.62,0.5,False,False,False,0.12,0.12,North America,reservoir,121,11
province_26a8ddc34401bab17d80,province,implementation_offset,-0.05,,True,False,True,,,Africa,all,447,45
engineering_07f2c8b6bba27bc40b96,engineering,maintenance_ease,0.4,0.4,False,False,False,0.0,0.0,South America,reservoir,47,5
ecology_9b70f536ae074ed73812,ecology,ecological_suitability,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,North America,lake,154,14
engineering_54ccf29389b18d28c429,engineering,maintenance_ease,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,lake,160,15
engineering_a0e54ec559c88240976c,engineering,maintenance_ease,0.75,0.65,False,False,False,0.09999999999999998,0.09999999999999998,Europe,lake,105,10
engineering_5b61d48386d75652156f,engineering,maintenance_ease,0.3,0.35,False,False,False,-0.04999999999999999,0.04999999999999999,Africa,lake,130,12
ecology_98342306eb6b64e899ab,ecology,ecological_suitability,0.62,0.5,False,False,False,0.12,0.12,South America,reservoir,59,6
province_17179f33c85e04ad48f0,province,implementation_offset,0.07,0.04,False,False,False,0.030000000000000006,0.030000000000000006,Europe,all,638,63
province_1d8c488f2c52580ce28d,province,implementation_offset,0.06,0.04,False,False,False,0.019999999999999997,0.019999999999999997,Europe,all,638,63
province_1ecd215872e48442ee14,province,implementation_offset,0.02,,True,False,True,,,South America,all,215,22
ecology_71a5da93010a77086f46,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,North America,lake,154,14
ecology_45d4fca8ee4be1ba26a3,ecology,ecological_suitability,0.65,0.5,False,False,False,0.15000000000000002,0.15000000000000002,Asia,reservoir,145,13
engineering_248feb451bf30ad4a1c2,engineering,maintenance_ease,0.65,0.6,False,False,False,0.050000000000000044,0.050000000000000044,Asia,lake,160,15
ecology_2c1dd4abc99ba82b82b9,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,Asia,lake,188,17
country_bade39614519bfd00587,country,renewable_support,0.8,0.8,False,False,False,0.0,0.0,Asia,all,46,3
country_bade39614519bfd00587,country,finance_delivery,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,all,46,3
province_2e3be9ff4df635962532,province,implementation_offset,0.04,0.03,False,False,False,0.010000000000000002,0.010000000000000002,Asia,all,701,69
province_1d92653798c363d8b031,province,implementation_offset,-0.05,,True,False,True,,,Europe,all,638,63
province_2a518cd2c5521023d8cd,province,implementation_offset,0.07,,True,False,True,,,Europe,all,638,63
engineering_ce4003cb6c17f23a38c3,engineering,maintenance_ease,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,lake,160,15
province_0a4dfad641f3abd3d63e,province,implementation_offset,0.02,,True,False,True,,,Asia,all,701,69
province_0c9a6553c3a793788995,province,implementation_offset,-0.05,,True,False,True,,,North America,all,253,26
ecology_63b24e0a7377b5559d16,ecology,ecological_suitability,0.25,0.45,False,False,False,-0.2,0.2,North America,lake,154,14
province_08643c2974f64cf0f1e0,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_4a0c7c86857bb84e4d16,province,implementation_offset,-0.1,-0.07,False,False,False,-0.03,0.03,Asia,all,701,69
ecology_4fc54138e0f69b8768af,ecology,ecological_suitability,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,Asia,lake,188,17
ecology_929eede1126a1fbd8256,ecology,ecological_suitability,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,Asia,lake,188,17
country_51eb321529ed6f21e46d,country,renewable_support,0.85,0.8,False,False,False,0.04999999999999993,0.04999999999999993,Asia+Europe+North America+South America,all,1,1
country_51eb321529ed6f21e46d,country,finance_delivery,0.75,0.75,False,False,False,0.0,0.0,Asia+Europe+North America+South America,all,1,1
engineering_566d2aa65b0509f74550,engineering,maintenance_ease,0.6,0.55,False,False,False,0.04999999999999993,0.04999999999999993,Europe,reservoir,124,12
engineering_6d2c2ed7879f364d4dc9,engineering,maintenance_ease,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,reservoir,133,13
province_11179b552be48749b0d0,province,implementation_offset,0.04,,True,False,True,,,Europe,all,638,63
ecology_f2610a8dad9067607655,ecology,ecological_suitability,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,Oceania,lake,60,6
engineering_6f9c0922963916e1e7d5,engineering,maintenance_ease,0.3,0.3,False,False,False,0.0,0.0,Oceania,lake,29,4
engineering_36a7b951611e6193411f,engineering,maintenance_ease,0.62,0.65,False,False,False,-0.030000000000000027,0.030000000000000027,North America,lake,93,9
ecology_edb17f64e3975fd65e70,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Europe,reservoir,45,5
engineering_f08c245e521a0e0d5c16,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,Asia,reservoir,133,13
ecology_b13570e7526bdece092d,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,South America,reservoir,59,6
engineering_c399ff076f09a5abc497,engineering,maintenance_ease,0.65,0.6,False,False,False,0.050000000000000044,0.050000000000000044,Europe,reservoir,124,12
engineering_acdcb3162ddd37cb8df6,engineering,maintenance_ease,0.65,0.6,False,False,False,0.050000000000000044,0.050000000000000044,Europe,lake,105,10
engineering_881d6340cd69250a4f57,engineering,maintenance_ease,0.72,0.65,False,False,False,0.06999999999999995,0.06999999999999995,North America,reservoir,67,7
engineering_a1563fc6a7ae38bfad69,engineering,maintenance_ease,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,South America,lake,82,8
ecology_37b0877674717cb53e86,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,South America,reservoir,59,6
engineering_6d77ef8845106229b34b,engineering,maintenance_ease,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,North America,lake,93,9
country_18c58f2bd43120ae2f80,country,renewable_support,0.75,0.7,False,False,False,0.050000000000000044,0.050000000000000044,Africa,all,49,3
country_18c58f2bd43120ae2f80,country,finance_delivery,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Africa,all,49,3
province_10d1ff6c5aeb0e28f9dd,province,implementation_offset,-0.05,,True,False,True,,,Europe,all,638,63
ecology_c22f096ece7fd40ee10b,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,Asia,lake,188,17
province_31be087ca12e1f5d0521,province,implementation_offset,,,True,True,False,,,Europe,all,638,63
ecology_961315d2c923e0e9720a,ecology,ecological_suitability,0.2,0.35,False,False,False,-0.14999999999999997,0.14999999999999997,Africa,lake,86,8
ecology_23fe2f24913284d9c1b2,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,Asia,lake,188,17
ecology_db81da8c79646f3418ca,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,Africa,lake,86,8
engineering_3229c6314d6852527927,engineering,maintenance_ease,0.35,0.3,False,False,False,0.04999999999999999,0.04999999999999999,North America,lake,93,9
province_10a2434a9ad59dfd8542,province,implementation_offset,-0.07,,True,False,True,,,Africa,all,447,45
ecology_7a373e511f7dcf63b652,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,reservoir,145,13
engineering_ebfbddcaa3c86bf79293,engineering,maintenance_ease,0.62,0.45,False,False,False,0.16999999999999998,0.16999999999999998,South America,lake,82,8
ecology_9950c7780fc0f6a32123,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,South America,lake,90,8
country_54b98e9c3ea165ab4c7c,country,renewable_support,0.72,0.75,False,False,False,-0.030000000000000027,0.030000000000000027,North America,all,19,2
country_54b98e9c3ea165ab4c7c,country,finance_delivery,0.58,0.6,False,False,False,-0.020000000000000018,0.020000000000000018,North America,all,19,2
country_b40e96fae90184c24b30,country,renewable_support,0.3,0.3,False,False,False,0.0,0.0,Europe,all,38,3
country_b40e96fae90184c24b30,country,finance_delivery,0.15,0.2,False,False,False,-0.05000000000000002,0.05000000000000002,Europe,all,38,3
engineering_30487a6888169e18f47a,engineering,maintenance_ease,0.7,0.65,False,False,False,0.04999999999999993,0.04999999999999993,North America,lake,93,9
province_382b6bca93b97a938ce5,province,implementation_offset,0.05,,True,False,True,,,Europe,all,638,63
province_1d1c0ec30ace03f5c3e3,province,implementation_offset,0.02,,True,False,True,,,North America,all,253,26
ecology_a218d984f1173f1be343,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,North America,lake,154,14
engineering_38a112f97fdb09433294,engineering,maintenance_ease,0.62,0.6,False,False,False,0.020000000000000018,0.020000000000000018,North America,reservoir,67,7
province_03d2fa6089eb718150ff,province,implementation_offset,0.05,,True,False,True,,,Asia,all,701,69
ecology_cbb4a95793a41aeb86e8,ecology,ecological_suitability,0.62,0.5,False,False,False,0.12,0.12,North America,reservoir,121,11
engineering_7288fcb9ac4db0540c6d,engineering,maintenance_ease,0.65,0.6,False,False,False,0.050000000000000044,0.050000000000000044,Europe,reservoir,124,12
province_2090fb9b3bd0a46f7359,province,implementation_offset,-0.04,,True,False,True,,,Europe,all,638,63
ecology_d505b758fbff9f630011,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,Africa,lake,86,8
engineering_dd574216f41002d4c969,engineering,maintenance_ease,0.55,0.6,False,False,False,-0.04999999999999993,0.04999999999999993,Europe+North America,lake,1,1
province_1c20553b5be0f8a473e8,province,implementation_offset,-0.1,,True,False,True,,,Asia,all,701,69
engineering_0e43f8ab9c6016440562,engineering,maintenance_ease,0.35,0.4,False,False,False,-0.050000000000000044,0.050000000000000044,Africa,reservoir,93,9
ecology_70c1afd3b9ee16be6bbe,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Africa,reservoir,55,6
province_3bb780e0d3e07f44212b,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
engineering_794dd045a0acc6e8cd9c,engineering,maintenance_ease,0.5,0.65,False,False,False,-0.15000000000000002,0.15000000000000002,Africa,reservoir,93,9
province_3d9367044d5be77f9078,province,implementation_offset,0.05,,True,False,True,,,North America,all,253,26
ecology_2481949e9ca3532acedb,ecology,ecological_suitability,0.15,0.35,False,False,False,-0.19999999999999998,0.19999999999999998,Europe+South America,lake,1,1
engineering_695f2bf0342140c84c28,engineering,maintenance_ease,0.4,0.45,False,False,False,-0.04999999999999999,0.04999999999999999,Asia,reservoir,133,13
engineering_9b1e1256dbeb39d74599,engineering,maintenance_ease,0.68,0.65,False,False,False,0.030000000000000027,0.030000000000000027,Asia,reservoir,133,13
country_59f6b8edb984fce5c763,country,renewable_support,0.72,0.65,False,False,False,0.06999999999999995,0.06999999999999995,Asia,all,46,3
country_59f6b8edb984fce5c763,country,finance_delivery,0.68,0.45,False,False,False,0.23000000000000004,0.23000000000000004,Asia,all,46,3
engineering_27be0fcc741c0f7e9c0a,engineering,maintenance_ease,0.5,0.45,False,False,False,0.04999999999999999,0.04999999999999999,South America,lake,82,8
engineering_32035b07b88b7d70f7c7,engineering,maintenance_ease,0.55,0.45,False,False,False,0.10000000000000003,0.10000000000000003,Europe,reservoir,124,12
engineering_f6ab5afb6b17c76d185e,engineering,maintenance_ease,0.35,0.3,False,False,False,0.04999999999999999,0.04999999999999999,Africa,reservoir,93,9
engineering_4bd84a75cf0a2ca2124b,engineering,maintenance_ease,0.62,0.5,False,False,False,0.12,0.12,Europe,reservoir,124,12
engineering_07e871ffe8610ee630ac,engineering,maintenance_ease,0.3,0.35,False,False,False,-0.04999999999999999,0.04999999999999999,Africa,lake,130,12
ecology_f8ed21b0b12acd9df1fc,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,North America,reservoir,121,11
ecology_30558e41746931b5a8ad,ecology,ecological_suitability,0.2,0.35,False,False,False,-0.14999999999999997,0.14999999999999997,Oceania,lake,60,6
engineering_4ecc4820bc2c6f8b33e5,engineering,maintenance_ease,0.25,0.3,False,False,False,-0.04999999999999999,0.04999999999999999,South America,lake,82,8
engineering_90e639c87f4bbef6ebe7,engineering,maintenance_ease,0.35,0.4,False,False,False,-0.050000000000000044,0.050000000000000044,Africa,lake,130,12
ecology_87ae3d1d1ac34aa1e76f,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,Oceania,lake,60,6
engineering_71926ffdefcbe96bea07,engineering,maintenance_ease,0.7,0.65,False,False,False,0.04999999999999993,0.04999999999999993,Asia,lake,160,15
ecology_4184b11b31ace852c263,ecology,ecological_suitability,0.15,0.3,False,False,False,-0.15,0.15,Asia,lake,188,17
ecology_d7c78d9b25cbd54320ac,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,reservoir,145,13
engineering_a857b97dc73e7f0ad03e,engineering,maintenance_ease,0.3,0.3,False,False,False,0.0,0.0,Asia,reservoir,133,13
province_01972d44f1b1e09f99ee,province,implementation_offset,-0.02,,True,False,True,,,Africa,all,447,45
ecology_f7d3152d6c2532f28f53,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Asia,lake,188,17
province_4a41381b810692e4c870,province,implementation_offset,-0.05,,True,False,True,,,Oceania,all,59,7
engineering_8e7c64675805b20d4fc2,engineering,maintenance_ease,0.7,0.65,False,False,False,0.04999999999999993,0.04999999999999993,Europe,reservoir,124,12
ecology_94502256bc60737560f9,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Africa,lake,86,8
ecology_fe8aed4691b4c621333a,ecology,ecological_suitability,0.5,0.5,False,False,False,0.0,0.0,South America,reservoir,59,6
province_02bd8d12b6ae2a8010c9,province,implementation_offset,0.04,,True,False,True,,,North America,all,253,26
engineering_191c6e5ee2e2357f0890,engineering,maintenance_ease,0.6,0.6,False,False,False,0.0,0.0,Africa,reservoir,93,9
country_24295363184ef2d5c43f,country,renewable_support,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Oceania,all,10,1
country_24295363184ef2d5c43f,country,finance_delivery,0.28,0.35,False,False,False,-0.06999999999999995,0.06999999999999995,Oceania,all,10,1
ecology_406217823f62df42e4cf,ecology,ecological_suitability,0.5,0.5,False,False,False,0.0,0.0,Africa,reservoir,55,6
engineering_ece6fbe492c785060269,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,Africa,reservoir,93,9
ecology_2c6ea1f7f54bb1de8986,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Europe,reservoir,45,5
ecology_7fab3e607d0598ef8ff8,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,South America,lake,90,8
ecology_9c2b4e959ecff1d0a949,ecology,ecological_suitability,0.15,0.35,False,False,False,-0.19999999999999998,0.19999999999999998,Africa,lake,86,8
province_42892ff17d378006be4b,province,implementation_offset,0.03,,True,False,True,,,South America,all,215,22
province_0f2547a44df0d312964a,province,implementation_offset,-0.04,,True,False,True,,,South America,all,215,22
ecology_e7445139fbc41a55d6ed,ecology,ecological_suitability,0.1,0.3,False,False,False,-0.19999999999999998,0.19999999999999998,South America,lake,90,8
ecology_bb7810d15dfde74e71b3,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,reservoir,145,13
ecology_9ed7844da315bc530165,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,South America,lake,90,8
country_7471f7de2b38958f9061,country,renewable_support,0.68,0.65,False,False,False,0.030000000000000027,0.030000000000000027,South America,all,12,2
country_7471f7de2b38958f9061,country,finance_delivery,0.52,0.5,False,False,False,0.020000000000000018,0.020000000000000018,South America,all,12,2
engineering_761615053a4cc002aed8,engineering,maintenance_ease,0.35,0.35,False,False,False,0.0,0.0,South America,lake,82,8
province_2019fbb8f99689bdbc7d,province,implementation_offset,0.04,,True,False,True,,,Asia,all,701,69
province_3d9ee265d6d72dd3f84f,province,implementation_offset,-0.04,,True,False,True,,,Europe,all,638,63
ecology_448d087c316d4a8ae1cc,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,North America,reservoir,121,11
engineering_b57e323b39eb9920b4b3,engineering,maintenance_ease,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Oceania,lake,29,4
engineering_2da27c7deb928f8db7cb,engineering,maintenance_ease,0.4,0.4,False,False,False,0.0,0.0,South America,reservoir,47,5
ecology_a5265b865442a24d3ef9,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Asia,reservoir,145,13
province_23fde9cfd0b68dfa28a0,province,implementation_offset,0.04,0.03,False,False,False,0.010000000000000002,0.010000000000000002,South America,all,215,22
ecology_a0ffd352fa849f613821,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,Europe+North America,lake,1,1
province_430cdcca4ce2cae4dcea,province,implementation_offset,-0.1,0.02,False,False,False,-0.12000000000000001,0.12000000000000001,Europe,all,638,63
province_4a38798ba9b0750233d2,province,implementation_offset,-0.03,,True,False,True,,,Europe,all,638,63
engineering_f9e8f0aeba40b37e9d46,engineering,maintenance_ease,0.35,0.4,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,lake,160,15
ecology_348fcb3f87a57c7b464c,ecology,ecological_suitability,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,North America,lake,154,14
province_0f177b376568cd31768e,province,implementation_offset,,,True,True,False,,,Europe,all,638,63
province_3835c9be9cf7aac46350,province,implementation_offset,0.04,0.04,False,False,False,0.0,0.0,Asia,all,701,69
engineering_8550410d863cf5f65881,engineering,maintenance_ease,0.72,0.6,False,False,False,0.12,0.12,Asia,lake,160,15
ecology_80cf78408c9ecb34f16d,ecology,ecological_suitability,0.15,0.3,False,False,False,-0.15,0.15,Asia+Oceania,lake,6,1
province_1584dc8fbfcaf516b644,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
ecology_d289da91a029f20256ad,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Africa,reservoir,55,6
province_3b6d6fc98b12b4992b88,province,implementation_offset,-0.03,,True,False,True,,,Asia,all,701,69
province_2749f75de245109a5416,province,implementation_offset,0.09,0.04,False,False,False,0.049999999999999996,0.049999999999999996,Asia,all,701,69
engineering_4b27009d5082b5542717,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,North America,lake,93,9
province_271f5eb8271b9f0d5410,province,implementation_offset,0.04,,True,False,True,,,Asia,all,701,69
ecology_7bee84c7d1b34f3271c0,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,North America,lake,154,14
engineering_f108d867df170293aa8c,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,Asia,lake,160,15
engineering_4c52077a9278cd3e1320,engineering,maintenance_ease,0.4,0.4,False,False,False,0.0,0.0,Asia,lake,160,15
engineering_4af4a98c9f6463c78d78,engineering,maintenance_ease,0.3,0.35,False,False,False,-0.04999999999999999,0.04999999999999999,Africa,reservoir,93,9
